genres,id,overview,title
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9499,visiting sister paris young woman finds romance learns brotherinlaw philanderer ,Le Divorce
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",17180,yuki last surviving royal house takemikazuchi takemikazuchi hime たけみかずち の ひめ live futuristic postapocalyptic isolationist world use skills former mikado guards become hired assassins wise old sage kuka yukis mothers bodyguard gives yuki information changes lifeand destiny discovers byakurai dangerous connection yuki learning information chooses leave house takemikazuchi soon encounters takashi leader rebel movement offers yuki chance revengeand perhaps love soon discover similarities trying escape past start new lives ,Princess Blade
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",15292,special effects stuntmen stereotypes feeling comes close surfers secret spots around world profiled documentary ,Step Into Liquid
"[{'id': 18, 'name': 'Drama'}]",12491,pimp means provide finds life spiralling control prostitute sent prison ,Accattone
[],41660,documentary making big budget bible picture spoof shows inside action film set everything could possibly go wrong goes wrong ,The Making of '...And God Spoke'
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",78041,leonard hoffman insurance salesman struggling make ends meet fact triplet sons want go yale isnt making things easier blanche rickey also worried money husband millionaire weak heart worries hell blow cash finally dies blanche meets leonard devises murderous plan claims fix problems ,Big Trouble
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",27814,normal average guy lives new york city becomes dependent evil disembodied brain ,Brain Damage
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",41206,shakespearian actor starring othello opposite wife finds characters jealous rage taking mind offstage ,A Double Life
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",33954,man son take allegorical stroll life talking bird spouts social political philosophy ,Hawks and Sparrows
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",48364,arthur goldman rich jewish industrialist living luxury manhattan highrise banters assistant charlie often shocking charlie outrageousness irreverence aspects jewish life nonetheless charlie astonished one day israeli secret agents burst arrest goldman jewish businessman nazi war criminal whisked israel trial goldman forces accusers face presumed guiltbut ,The Man in the Glass Booth
"[{'id': 53, 'name': 'Thriller'}]",71010,software developer becomes billionaire distracted fame greed power must save invention company hostile takeover ,Purpose
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",23395,peter miles stars tom tiflin little boy heart john steinbeck story set salinas valley incompatible parents  cityloving fred shepperd strudwick countryhappy alice myrna loy  constantly bickering tom looks cowboy billy buck robert mitchum companionship paternal love ,The Red Pony
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",47278,bill catches girlfriend boss bed unusual cure impotence found ,Sex & the Other Man
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",24192,life jesus christ according gospel matthew pasolini shows christ marxist avantlalettre therefore uses half text matthew ,The Gospel According to Matthew
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10237,based true story raymond fernandez martha beck met lonelyhearts correspondence club ray weedy feral untrustworthy martha enormous compulsive needy together play horrifying scheme lures lonely women dates proposes marriage pretending sister take womens savings murder remorselessly dank claustrophobic weirdly engrossing movie never quite gives comforts conventional narrative francois truffaut named favorite american film ,The Honeymoon Killers
"[{'id': 18, 'name': 'Drama'}]",833,umberto domenico ferrari elderly retired civil servant desperately trying maintain decent standard living rapidly dwindling state pension hes tyrannical landlady keeps demanding rent cant pay renting room prostitutes day friends pregnant housemaid little dog flike ,Umberto D.
"[{'id': 99, 'name': 'Documentary'}]",26755,documentary joe berlinger bruce sinofsky details murder trial delbert ward delbert member family four elderly brothers working semiliterate farmers living together isolation rest society williams death ,Brother's Keeper
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",42470,dr jake terrell training pair dolphins many years breakthrough taught dolphins speak understand english although limited vocabulary dolphins stolen discovers theyre used assassination attempt race discover target dolphins attempt carried ,The Day of the Dolphin
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",3101,joey boca owner pizza parlor located tacoma washington married rosalie years rosalie horrified discover joey womanizer cheating long time based true story frances anthony toto ,I Love You to Death
"[{'id': 27, 'name': 'Horror'}]",6466,evil dreamdemon freddy krueger devises plan manipulate unstoppable jason vorhees hacking teenagers elm street effort make people remember name freddy krueger thus freeing limbo ,Freddy vs. Jason
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",20210,four skaters follow idol summer tour attempt get noticed get sponsored become stars ,Grind
"[{'id': 37, 'name': 'Western'}]",2055,former gunslinger forced take arms cattle crew threatened corrupt lawman ,Open Range
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11770,young shaolin follower reunites discouraged brothers form soccer team using martial art skills advantage ,Shaolin Soccer
"[{'id': 35, 'name': 'Comedy'}]",14926,molly gunn freewheeling daughter deceased rock legend forced get job manager steals money nanny precocious ray oft ignored daughter music executive learns means adult teaching ray child ,Uptown Girls
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2771,original mix fiction reality illuminates life comic book hero everyman harvey pekar ,American Splendor
"[{'id': 99, 'name': 'Documentary'}]",1778,lightbulbs fire barbed wire mousetraps staple guns thumbtacks glass weapons choice backyard undercover documentary takes deep controversial arena backyard wrestling limits constantly testedand broken backyard follows several backyard wrestlers different countries pursue dream become professional wrestlers ,The Backyard
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",44408,bull killed bullfight body parts transported across spain france italy belgium bulls parts fall wide variety people including italian actress selling bones supermarket promotion spanish woman dines steaks little girl france imagines world animals much larger humans taxidermist whose wife simultaneously giving birth quintuplets ,Carnage
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",54390,film romantic comedy portuguese widow whose husband fisherman died sea widows teenage daughter wants professional gambler convinces mother date british man whose new town widow falls brit pretends fishing business actually professional gambler naive daughter gets trouble ,Passionada
"[{'id': 28, 'name': 'Action'}]",10923,recruited us government special agent nerdy teenager cody banks must get closer cute classmate natalie order learn evil plan hatched father despite agent persona cody struggles teen angst ,Agent Cody Banks
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",17745,morris mud himmel problem parents desperately want send away summer camp hates going summer camp would anything get talking friends realizes facing sentence boring summer camp together friends hatches plan trick parents sending camp design ,Camp Nowhere
"[{'id': 35, 'name': 'Comedy'}]",79888,story three pittsburgh widows meet every year visit husbands graves talk perspectives lives ,The Cemetery Club
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",114776,aspiring artist runs men result early life problem left relationship father strained decides move convent troubled women receive cheap lodging exchange work finds dirty area basement paints mural deals psychological problems find gaudy others mother superior realizes potential save convent closed artist starts relationship man owns art supply shop shoplifts supplies written john sacksteder ,Changing Habits
"[{'id': 35, 'name': 'Comedy'}]",21989,hopeful young american hotdogger goes poletopole arrogant austrian pro snow really starts fly hot mountain gets even hotter pros exgirlfriend tweed sets eyes new blood wholl win competition girl race end races determine skier really cut mustard ,Hot Dog... The Movie
"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",18573,horribly disfigured sculptor opens house wax new york using waxcovered bodies victims displays ,House of Wax
"[{'id': 18, 'name': 'Drama'}]",37451,life englishwoman gladys aylward knew china place belonged qualified sent missionary gladys works domestic earn money send poor remote village eventually lives full happy life running inn acting foot inspector advising local mandarin even winning heart mixed race captain lin nan gladys discovers real destiny country invaded japan chinese children need save lives based true story ,The Inn of the Sixth Happiness
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",41759,dog turns mans best friend mans worst nightmare attacks everything moves ,Man's Best Friend
"[{'id': 27, 'name': 'Horror'}]",37227,bart hughes pretty good life beautiful wife young son good job promotion prospects renovated brownstone new york wife kid leave vacation bart stays behind work project earn promotion unaware certain inhabitant basement plans time bart goes bit bonkers trying kill rat destroying house process certain allegorical elements tie household conflict rat race office main event certainly nightandday contest wills man rodent ,Of Unknown Origin
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",48791,danish prince seeks revenge upon villain killed king son usurp throne ,Royal Deceit
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",80047,summer 1816 percy shelley mistress mary stepsister claire visit lord byron lake geneva byron challenges write horror story mary begins novel frankenstein imagines monster becoming real next six years tragedy befalls around believes personification imagination cause backdrop claire byrons baby estranged barred daughter byron percy continue friendship one selfcentered decadent wildly idealistic shelleys take residence near pisa ,Rowing with the Wind
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",41944,charles control life finish 6th college start oxford 19 wants older woman turns 20 enter beautiful rachel charles puts masterofseduction routines top gear things however get complicated charles string exs weird brotherinlaw rachel boyfriend named deforest charles father mistress ,The Rachel Papers
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8992,gib beerguzzling slob alison uptight ivyleaguer unlikely duo stuck together crosscountry trip christmas break first get others nerves time passes find divergent natures complement need realize theyve already found late ,The Sure Thing
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",35371,corey band skater buddies sometimes make mischief theyre interested girls fun boards getting real trouble notorious enemy crew daggers led tommy hook get kicks terrorizing locals venice beach corey starts dating tommys kid sister chrissy daggers furious boys take beef la massacre deadly skate race canyon road ,Thrashin'
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19053,julie girl valley meets randy punk city different worlds find love somehow need stay together spite trendy shallow friends ,Valley Girl
"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",11206,flight back home sam hendrix returns doll innocently acquired along way turns doll actually stuffed heroin group criminals led ruthless roat followed hendrix back place retrieve hendrix leaves business crooks make move  find blind wife susy alone apartment soon lifethreatening game begins susy thugs ,Wait Until Dark
"[{'id': 18, 'name': 'Drama'}]",49762,sleeper top notch cast story lone wolf logger fights developers bankers modern world maintain way life ,Where the Rivers Flow North
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",30970,series events unfold like chain reaction stemming minor event brings films five characters together set paris france anne actress whose boyfriend georges photographs war kosovo georges brother jean looking entry code georges apartment characters lives interconnect romanian immigrant deaf teacher ,Code Unknown
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",13154,american japanese upbringing chris kenner police officer assigned little tokyo section los angeles kenner partnered johnny murata japaneseamerican isnt touch roots despite differences men excel martial arts utilize formidable skills go yoshida vicious yakuza drug dealer ties kenners past ,Showdown in Little Tokyo
"[{'id': 18, 'name': 'Drama'}]",18148,old couple visit children grandchildren city children little time ,Tokyo Story
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",54898,lonely parisian woman comes terms isolation anxieties long summer vacation ,The Green Ray
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",636,people future live totalitarian society technician named thx 1138 lives mundane life work taking controlled consumption drugs government uses make puppets people thx without drugs first time feelings woman start secret relationship ,THX 1138
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3055,film version jacqueline susanns bestselling novel chronicling rise fall three young ladies show business ,Valley of the Dolls
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",40920,seymour polatkin successful gay indian poet spokane confronts past returns childhood home reservation attend funeral dear friend ,The Business of Fancydancing
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",54986,mongryong marries beautiful chunhyang without telling father governor namwon father transferred seoul mongryong leave chunhyang finish exams chunhyang daughter courtesan also legally courtesan beaten imprisoned refuses obey new governor byun wishes faithful husband three years mongryong passes exam becomes emissary king returns namwon disguised beggar chunhyang flogged death governors birthday celebration ,Chunhyang
"[{'id': 18, 'name': 'Drama'}]",43048,major jock sinclair highland regiment since joined boy piper second world war secondincommand made acting commanding officer regiment returned scotland new commanding officer appointed jocks cleverness pitted new co daughter girlfriend officers mess ,Tunes of Glory
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11898,louis mazzinis mother belongs aristocratic family dascoyne ran away opera singer therefore louis rejected dascoynes adult louis decides avenges mother becoming next duke family murdering every potential successor clearly safest way achieve goal ,Kind Hearts and Coronets
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",26225,ash wednesday set manhattan early 1980s pair irishamerican brothers become embroiled conflict irish mob ,Ash Wednesday
"[{'id': 37, 'name': 'Western'}]",14881,band mexicans find u land claims denied records destroyed courthouse fire leader louis chama encourages use force regain land wealthy landowner wanting decides hire gang killers joe kidd track chama ,Joe Kidd
"[{'id': 27, 'name': 'Horror'}]",26198,nazis take ancient fortress contains mysterious entity wreaks havoc death upon ,The Keep
"[{'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",35072,legendary empire lost continent mu reappears threaten world domination countries unite resist isolated world war ii captain created greatest warship ever seen possibly surface worlds defense ,Atragon
"[{'id': 878, 'name': 'Science Fiction'}]",43226,japan scientifically advanced invaders wardestroyed planet mysteroid cause entire village vanish send giant robot storm city night request small patch land earth right marry earthling women claiming pacifists mankind must decide whether capitulate resist ,The Mysterians
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",44585,deranged scientist creates ray shrink people doll size ,Attack of the Puppet People
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",35073,beast 20000 fathoms 1953 science fiction film directed eugène lourié stars paul christian paula raymond cecil kellaway visual effects ray harryhausen film atomic bomb test arctic circle unfreezes hibernating fictional dinosaur rhedosaurus begins wreak havoc new york city ,"The Beast from 20,000 Fathoms"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9051,hollywood songwriter goes midlife crisis becomes infatuated sexy blonde newlywed ,10
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",9362,hick handymen val mckee earl bassett barely eke living nevada hamlet perfection decide leave town  despite admonition shapely seismology coed whos picking odd readings equipment long val earl discover whats responsible readings 30footlong carnivorous worms proclivity sucking prey underground ,Tremors
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",19542,classic drama vicky page aspiring ballerina torn dedication dance desire love imperious instructor boris lermontov urges forget anything ballet vicky begins fall charming young composer julian craster eventually vicky great emotional stress must choose pursue either art romance decision carries serious consequences ,The Red Shoes
"[{'id': 99, 'name': 'Documentary'}]",120683,seven todays top scientistresearchers subject humourous exploration real people behind white lab coats makes tick perse accomplished chosen subjects best particular fields featured gertrude elion ashok gadgil michio kaku maja materic steven pinker karol sikora patricia c wright written len massaar ,Me & Isaac Newton
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",936,trademark phantom renowned jewel thief glove left scene crime inspector clouseau expert phantoms exploits feels sure knows phantom strike next leaves paris switzerland famous lugashi jewel pink panther going however know phantom really matter anyone else really ,The Pink Panther
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",12268,seriously mentally ill working clouseau long time inspector dreyfus escapes mental asylum held vows destroy clouseau forever kidnaps eminent scientist forces build machine capable destroying world intention unless clouseau delivered ,The Pink Panther Strikes Again
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",10999,john matrix former leader special commando strike force always got toughest jobs done forced back action young daughter kidnapped find matrix fight way array punks killers one former commandos fully equipped private army help feisty stewardess old friend matrix hours overcome greatest challenge finding daughter shes killed ,Commando
"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",33521,romanticized adaptation bram stokers 1897 classic set 1913 england bloodsucking handsome charming seductive count dracula seeks immortal bride ,Dracula
"[{'id': 35, 'name': 'Comedy'}]",4593,surreal virtually plotless series dreams centered around six middleclass people consistently interrupted attempts meal together ,The Discreet Charm of the Bourgeoisie
"[{'id': 99, 'name': 'Documentary'}]",34044,one tragic faceoffs history law enforcement deadly debacle waco pitted branch davidian sect fbi allout war documentary makes footage recordings examine events led tragedy april 19 1993 unfolded fbis unrelenting approach made already bad situation much worse ,Waco: The Rules of Engagement
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12276,prompted death father grief mother man recalls story met flashback ,The Road Home
"[{'id': 18, 'name': 'Drama'}]",3782,kanji watanabe middleaged man worked monotonous bureaucratic position decades learning cancer starts look meaning life ,Ikiru
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",36629,word hits street nearby elderly gentleman cache old rare valuable mint condition comic books rival comic book shop owners raymond mcgillicuddy donal logue norman link michael rapaport set first buy old man declines sell former friends turn enemies friendly rivalry becomes tainted greed turns murder ,Comic Book Villains
"[{'id': 18, 'name': 'Drama'}]",2891,janet frame grows poor family different kids considered abnormal locked away mental institution eight years everything changes starts writing books ,An Angel at My Table
"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",12722,documentary war photographer james nachtwey considered many greatest war photographer ever ,War Photographer
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",41806,paulino carmela husband wife troubadours touring countryside spanish civil war republicans mute assistant gustavete journey rebel territory mistake arrested fear firing squad receive reprieve italian fascist commander loves theatre arranges performance troops bargaining paulino stage burlesque republic exchange actors freedom fiery patriotic carmela consent ,"Ay, Carmela!"
[],143795,documentary nuclear sabrerattling going india pakistan comprised mostly interviews average folks street movie superbly demonstrates gulf peoples greed power ,War and Peace
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38304,serge long distance lorry driver morocco andeurope tangier tries reconcile former girlfriend sarah refused anything since mothers death intends join brother canada serge appeals sarahs protector young arab named saïd allow meet sarah promising return smuggle saïd europe ,Far Away
"[{'id': 99, 'name': 'Documentary'}]",26246,june 26 1975 period high tensions pine ridge reservation south dakota two fbi agents killed shootout group indians although several men charged killing agents one leonard peltier found guilty film describes events surrounding shootout suggests peltier unjustly convicted ,Incident at Oglala
"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",124839,visceral documentary focusing slovenian collective art movement known nsk neue slowenische kunst varied branches laibach irwin red pilot ,Predictions of Fire
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",20815,dystopicly polluted rightwing religious tyranny young woman put sexual slavery account rare fertility ,The Handmaid's Tale
"[{'id': 99, 'name': 'Documentary'}]",19433,revolution os tells inside story hackers rebelled proprietary software model microsoft create gnulinux open source movement ,Revolution OS
"[{'id': 99, 'name': 'Documentary'}]",99006,documentary look 199697 effort dancers support staff san francisco peep show lusty lady unionize angered arbitrary racebased wage policies customers surreptitious video cameras paid sick days holidays dancers get help service employees international local enter protracted bargaining unionbusting law firm management hires see women work sort demands go difficulties bargaining narrator julia query dancer standup comedian reluctant tell mother physician works prostitutes strips ,Live Nude Girls Unite!
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",48464,emotionally challenged young man named bobby christian bale runs away home order escape abusive stepfather killed pets meets old man mr summers john hurt spends time traveling giving burials animals killed cars bobby also affinity animals becomes friends old man aids task ,All the Little Animals
"[{'id': 18, 'name': 'Drama'}]",7504,1947 borderlines india pakistan drawn young girl bears witnesses tragedy ayah caught love two men rising tide political religious violence ,Earth
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",513,barren arranged marriage amateur swami seeks enlightenment celibacy radhas life takes irresistible turn beautiful young sisterinlaw seeks free confines loveless marriage ,Fire
"[{'id': 18, 'name': 'Drama'}]",6619,composer gustav von aschenbach travels venice health reasons becomes obsessed stunning beauty adolescent polish boy named tadzio staying family grand hôtel des bains lido aschenbach ,Death in Venice
"[{'id': 35, 'name': 'Comedy'}]",32316,jewishamerican princess forced take control hardcore hiphop record label tries rein one labels controversial rappers ,Marci X
"[{'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",10610,hong kong detective suffers fatal accident involving mysterious medallion transformed immortal warrior superhuman powers ,The Medallion
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2830,young man agrees housesit boss thinks itll perfect opportunity get close woman desperately crush  bosss daughter doesnt plan long line houseguests try keep mission also deal daughters older brother whos run local drug dealers ,My Boss's Daughter
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",15920,bittersweet comedy starring great vlastimil brodský fanda old man refuses grow despite pleas exasperated wife wants make serious decisions future fanda ignores nagging spends days seeking amusement adventure ,Autumn Spring
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21413,quirky teen penchant war reenactments kelly ernswiler obsesses military tactics buddy bart school bully one kellys regular headaches also deal frustrating situation home father recovering drug addict kellys life gets even complicated falls tabby barts pretty soontobewed older sister ,The Battle of Shaker Heights
"[{'id': 35, 'name': 'Comedy'}]",38874,two angels one heaven one hell come earth save soul boxer ,Don't Tempt Me
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",16405,two parallel tales redemption century apart new york storyline edge hunts angelas gold pay back debt gradually grows closer macedonian story brothers end fighting opposite sides revolution religious elijah taking sides ottoman sultan gunslinger luke joining teacher  macedonian rebel ,Dust
"[{'id': 99, 'name': 'Documentary'}]",33255,documentary exploring rise fall 80s skateboard legend mark gator rogowski ,Stoked: The Rise And Fall Of Gator
"[{'id': 99, 'name': 'Documentary'}]",178675,film journey universe female masculinity legendary drag king night new york point departure odyssey transgendered worlds women become men  night others whole lives motivates changes take place dream drag kings new york meet clubs change lustfully male alter egos parodying exploring male eroticism power strategies london see women experiment hormones become new men cyborgs masculinity transformation performance subversion existential necessity ,Venus Boyz
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",99648,marcia tatiana saphir frumpy overweight salesgirl seems lead banal dreary existence goes work one day walks catches eye feisty butch punk woman named mao carla crespo tells marcia wants seduce marcia tells mao shes lesbian mao relentless help friend lenin veronica hassan mao manages talk marcia getting cab two lesbian women immediately carjack ,Suddenly
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",11351,23 horrifying days gorging human flesh ancient creature known creeper embarks final voracious feeding frenzy terrorizing group varsity basketball players cheerleaders coaches stranded remote highway bus breaks terrified group forced come together battle winged creature hellbent completing grizzly ritual ,Jeepers Creepers 2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",333,rahul seth dashing young millionaire believes western enough rebel mother grandmother keen caucasian girlfriend kimberly make matters worse pop star say karmic intervention kimberly dies freak accident rahul devastated instead allowing mourn peace rahuls mother sees opportunity shes waiting threatens call sisters wedding unless finds nice indian girl rahul enlists services sue fiercely independent escort believes hispanic therefore married conventions taught young indian women wink eye sue accepts deal pose indian bridetobe needs money never fan typical indian male feels heart safe charade begins ,Bollywood/Hollywood
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",30246,forced work slavelike conditions prison profit program inmates mostlyafricanamerican female prison whitehead correctional try take institution core story frances finds prison falsely convicted murder told baby murdered sparking lead fellow inmates protest ,Civil Brand
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",112961,urban fairy taleromantic comedy nola aspiring songwriter leaves abusive kansas home journeys new york find biological father finds expected ,Nola
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",22200,dek decent somewhat dull man enjoys happy existence beloved girlfriend shirley live together 12yearold marlene daughter delinquent jimmy flew coop years ago hasnt heard since dek loves shirley much proposes national television ,Once Upon a Time in the Midlands
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2722,paula leaves mate pedro misses looks comfort best friends javier sonia paula affair javier cuckold pedro tries find secret lover paula hires private eye meanwhile comforting pedro sonia one night stand javier thinks cheating lesbian friend lucia ,The Other Side of the Bed
"[{'id': 18, 'name': 'Drama'}]",27090,two troubled adolescents chronicle events ultimately lead terrifying assault school ,Zero Day
"[{'id': 35, 'name': 'Comedy'}]",13778,tv child star 70s dickie roberts 35 parking cars craving regain spotlight auditions role normal guy director quickly sees anything normal desperate win part dickie hires family help replay childhood assume identity average everyday kid ,Dickie Roberts: Former Child Star
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",9616,centuries secret order priests existed within church renegade priest father alex bernier sent rome investigate mysterious death one orders revered members following series strangely similar killings bernier launches investigation forces confront unimaginable evil ,The Order
"[{'id': 18, 'name': 'Drama'}]",55015,high school shooting repercussions town students ,Home Room
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1415,new york club scene 80s 90s world like candycolored mirror ball playground stepped michael alig wannabe nowhere special watchful eye veteran club kid james st james alig quickly rose top place go ,Party Monster
"[{'id': 18, 'name': 'Drama'}]",31094,tale based life wilhelm furtwangler controversial conductor berlin philharmonic whose tenure coincided controversial nazi era one spectacular renowned conductors 30s furtwanglers reputation rivaled toscaninis war investigated part allies denazification programme bombedout berlin immediate postwar period allies slowly bring law orderand justiceto bear occupied germany american major given furtwangler file told find everything prosecute man ruthlessly tough hardnosed major steve arnold sets investigate world knows nothing orchestra members vouch furtwanglers moralityhe could protect jewish players orchestra germans deeply respectful musical heritage furtwangler demigod major arnold lying weakwilled nazi ,Taking Sides
"[{'id': 27, 'name': 'Horror'}]",11547,group five college graduates rent cabin woods begin fall victim horrifying flesheating virus attracts unwanted attention homicidal locals ,Cabin Fever
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7270,phobic con artist protege verge pulling lucrative swindle con artists teenage daughter arrives unexpectedly ,Matchstick Men
"[{'id': 28, 'name': 'Action'}]",1428,hitman el mariachi becomes involved international espionage involving psychotic cia agent corrupt mexican general ,Once Upon a Time in Mexico
